url,title,label,category
https://baomoi.com/tong-giam-doc-vpf-se-kien-nghi-tang-suat-thang-hang-cho-giai-hang-nhi-quoc-gia-c50158464.epi,Tổng giám đốc VPF: Sẽ kiến nghị tăng suất thăng hạng cho giải hạng Nhì quốc gia,True,Bóng đá
https://baomoi.com/clb-bong-da-cong-an-ha-noi-lot-vao-nhanh-dau-nao-tai-cup-quoc-gia-2024-2025-c50158965.epi,CLB Bóng đá Công an Hà Nội lọt vào nhánh đấu nào tại Cup Quốc gia 2024-2025?,True,Bóng đá
https://baomoi.com/bayern-munich-tuyen-chien-voi-man-city-c50156779.epi,Bayern Munich 'tuyên chiến' với Man City,True,Bóng đá
https://baomoi.com/mbappe-tiep-tuc-doi-no-psg-tu-choi-hoa-giai-c50157470.epi,"Mbappe tiếp tục đòi nợ PSG, từ chối hòa giải",True,Bóng đá
https://baomoi.com/saudi-arabia-tieu-tien-chi-kem-ngoai-hang-anh-c50158052.epi,Saudi Arabia tiêu tiền chỉ kém Ngoại hạng Anh,True,Bóng đá
https://baomoi.com/giai-hang-nhat-quoc-gia-2024-2025-co-may-suat-len-xuong-hang-c50158298.epi,"Giải hạng Nhất Quốc gia 2024/2025 có mấy suất lên, xuống hạng?",True,Bóng đá
https://baomoi.com/khai-mac-giai-vo-dich-cac-doi-manh-ban-cung-quoc-gia-2024-c50158409.epi,Khai mạc Giải vô địch các đội mạnh Bắn cung Quốc gia 2024,True,Bóng đá
https://baomoi.com/rafaelson-mo-uoc-duoc-thi-dau-va-cong-hien-cho-tuyen-viet-nam-c50158238.epi,Rafaelson mơ ước được thi đấu và cống hiến cho tuyển Việt Nam,True,Bóng đá
https://baomoi.com/van-dong-vien-lang-son-doat-huy-chuong-tai-giai-vo-dich-wushu-chau-a-nam-2024-c50157914.epi,Vận động viên Lạng Sơn đoạt huy chương tại Giải vô địch Wushu châu Á năm 2024,True,Bóng đá
https://baomoi.com/o-tuoi-33-nguyen-filip-van-di-tim-chien-thang-dau-tien-cung-tuyen-quoc-gia-c50157648.epi,"Ở tuổi 33, Nguyễn Filip vẫn đi tìm chiến thắng đầu tiên cùng tuyển quốc gia",True,Bóng đá
https://baomoi.com/rafaelson-cho-co-hoi-khoac-ao-doi-tuyen-viet-nam-c50156952.epi,Rafaelson chờ cơ hội khoác áo đội tuyển Việt Nam,True,Bóng đá
https://baomoi.com/su-doan-5-san-sang-tham-gia-chuong-trinh-quan-khu-so-1-thach-dau-nam-2024-c50157162.epi,Sư đoàn 5: Sẵn sàng tham gia chương trình 'Quân khu số 1 – Thách đấu' năm 2024,True,Bóng đá
https://baomoi.com/tuyen-nu-viet-nam-thang-tran-thu-2-lien-tiep-tai-sec-c50156921.epi,Tuyển nữ Việt Nam thắng trận thứ 2 liên tiếp tại Séc,True,Bóng đá
https://baomoi.com/hlv-kim-sang-sik-noi-ve-kho-khan-tai-dt-viet-nam-tiet-lo-loi-khuyen-tu-thay-park-c50156929.epi,"HLV Kim Sang Sik nói về khó khăn tại ĐT Việt Nam, tiết lộ lời khuyên từ thầy Park",True,Bóng đá
https://baomoi.com/rafaelson-mo-uoc-khoac-ao-tuyen-viet-nam-c50156922.epi,Rafaelson mơ ước khoác áo tuyển Việt Nam,True,Bóng đá
https://baomoi.com/nha-vo-dich-world-cup-doi-mat-tu-than-tren-ngon-nui-19-do-c-c50156780.epi,Nhà vô địch World Cup đối mặt tử thần trên ngọn núi -19 độ C,True,Bóng đá
https://baomoi.com/cong-than-cua-clb-thanh-hoa-dau-quan-cho-clb-binh-phuoc-c50156629.epi,'Công thần' của CLB Thanh Hóa đầu quân cho CLB Bình Phước,True,Bóng đá
https://baomoi.com/nhan-dinh-du-doan-saint-etienne-vs-lille-chu-nha-bep-di-c50159083.epi,"Nhận định, dự đoán Saint-Etienne vs Lille: Chủ nhà bẹp dí",True,Bóng đá
https://baomoi.com/doi-tuyen-australia-buoc-vao-vong-tiep-theo-giai-davis-cup-c50157554.epi,Đội tuyển Australia bước vào vòng tiếp theo giải Davis Cup,True,Bóng đá
https://baomoi.com/bat-ngo-qua-lon-khi-le-cong-vinh-len-gia-lai-hoc-nghe-hlv-c50156428.epi,Bất ngờ quá lớn khi Lê Công Vinh lên Gia Lai học nghề HLV,True,Bóng đá
https://baomoi.com/acecook-lan-dau-tien-tai-tro-cho-giai-u19-nu-vdqg-2024-c50157553.epi,Acecook lần đầu tiên tài trợ cho giải U19 nữ VĐQG 2024,True,Bóng đá
https://baomoi.com/ronaldo-the-hien-ban-chat-that-khi-tiet-lo-cam-xuc-ve-mu-c50156437.epi,Ronaldo thể hiện bản chất thật khi tiết lộ cảm xúc về MU,True,Bóng đá
https://baomoi.com/hagl-dang-ky-tien-dao-16-tuoi-da-v-league-2024-25-c50156475.epi,HAGL đăng ký tiền đạo 16 tuổi đá V-League 2024/25,True,Bóng đá
https://baomoi.com/gan-400-vdv-tham-gia-chung-ket-giai-chay-bao-hanoimoi-lan-thu-49-quan-ba-dinh-c50156284.epi,Gần 400 VĐV tham gia chung kết Giải chạy Báo Hànôịmới lần thứ 49 quận Ba Đình,True,Bóng đá
https://baomoi.com/doi-bong-nha-giau-v-league-quyet-lat-ngoi-vuong-cua-nam-dinh-c50156347.epi,Đội bóng nhà giàu V-League quyết lật ngôi vương của Nam Định,True,Bóng đá
https://baomoi.com/tuyen-my-cong-bo-hlv-truong-moi-klopp-quan-tam-nhung-khong-duoc-chon-c50156079.epi,"Tuyển Mỹ công bố HLV trưởng mới, Klopp quan tâm nhưng không được chọn",True,Bóng đá
https://baomoi.com/nhieu-cau-thu-duoc-vinh-danh-qua-bong-vang-viet-nam-dong-hanh-cung-bao-sai-gon-giai-phong-huong-ve-dong-bao-mien-bac-c50156040.epi,Nhiều cầu thủ được vinh danh Quả bóng vàng Việt Nam đồng hành cùng Báo Sài Gòn Giải Phóng hướng về đồng bào miền Bắc,True,Bóng đá
https://baomoi.com/hue-dang-cai-giai-bong-ro-5x5-u20-toan-quoc-nam-2024-c50156083.epi,Huế đăng cai Giải bóng rổ 5x5 U20 toàn quốc năm 2024,True,Bóng đá
https://baomoi.com/gan-300-vdv-du-giai-vo-dich-jujitsu-quoc-gia-nam-2024-tai-bac-giang-c50156012.epi,Gần 300 VĐV dự Giải Vô địch Jujitsu quốc gia năm 2024 tại Bắc Giang,True,Bóng đá
https://baomoi.com/le-boc-tham-cup-quoc-gia-va-giai-hang-nhat-2024-2025-c50158092.epi,Lễ bốc thăm Cúp Quốc gia và giải Hạng Nhất 2024/2025,True,Bóng đá
https://baomoi.com/the-cong-viettel-dat-muc-tieu-khiem-ton-o-v-league-2024-2025-c50155910.epi,Thể Công Viettel đặt mục tiêu khiêm tốn ở V-League 2024/2025,True,Bóng đá
https://baomoi.com/clb-the-cong-viettel-ky-niem-70-nam-thanh-lap-chung-tay-ung-ho-100-trieu-dong-cho-nguoi-dan-cac-tinh-bi-bao-lu-c50155946.epi,CLB Thể công Viettel kỷ niệm 70 năm thành lập: Chung tay ủng hộ 100 triệu đồng cho người dân các tỉnh bị bão lũ,True,Bóng đá
https://baomoi.com/bao-thai-bong-da-viet-nam-suy-thoai-ro-c50155706.epi,Báo Thái: 'Bóng đá Việt Nam suy thoái rõ',True,Bóng đá
https://baomoi.com/the-thao-viet-nam-trang-tay-2-ky-olympic-lien-tiep-bai-2-vi-sao-olympic-qua-tam-c50155784.epi,Thể thao Việt Nam trắng tay 2 kỳ Olympic liên tiếp: Bài 2: Vì sao Olympic quá tầm?,True,Bóng đá
https://baomoi.com/ronaldo-lai-cong-kich-ten-hag-c50155543.epi,Ronaldo lại công kích Ten Hag,True,Bóng đá
https://baomoi.com/giao-huu-tai-cong-hoa-sec-doi-tuyen-nu-viet-nam-thang-3-0-fc-viktoria-plzen-c50155378.epi,Giao hữu tại Cộng hòa Séc: Đội tuyển nữ Việt Nam thắng 3-0 FC Viktoria Plzen,True,Bóng đá
https://baomoi.com/gian-nan-phat-trien-bong-ban-tphcm-c50155300.epi,Gian nan phát triển bóng bàn TPHCM,True,Bóng đá
https://baomoi.com/v-league-2024-2025-hua-hen-mua-giai-hap-dan-c50155099.epi,V-League 2024/2025: hứa hẹn mùa giải hấp dẫn,True,Bóng đá
https://baomoi.com/hlv-kim-sang-sik-ly-giai-nguyen-nhan-khong-thay-mau-o-tuyen-viet-nam-c50155647.epi,HLV Kim Sang-sik lý giải nguyên nhân không 'thay máu' ở tuyển Việt Nam,True,Bóng đá
https://baomoi.com/giai-u20-chau-a-2025-khoi-tranh-tai-hai-phong-c50155063.epi,Giải U20 châu Á 2025 khởi tranh tại Hải Phòng,True,Bóng đá
https://baomoi.com/tuyen-co-vua-viet-nam-dai-thang-ngay-ra-quan-tai-giai-olympiad-2024-c50155028.epi,Tuyển Cờ vua Việt Nam đại thắng ngày ra quân tại Giải Olympiad 2024,True,Bóng đá
https://baomoi.com/ronaldo-chi-trich-hlv-ten-hag-hien-ke-phuc-hung-man-united-c50155018.epi,"Ronaldo chỉ trích HLV Ten Hag, hiến kế phục hưng Man United",True,Bóng đá
https://baomoi.com/khai-mac-giai-vo-dich-jujitsu-quoc-gia-nam-2024-c50155057.epi,Khai mạc Giải vô địch Jujitsu quốc gia năm 2024,True,Bóng đá
https://baomoi.com/arsenal-mat-odegaard-bao-dong-cho-mikel-arteta-c50154967.epi,Arsenal mất Odegaard: Báo động cho Mikel Arteta,True,Bóng đá
https://baomoi.com/hlv-park-hang-seo-co-loi-khuyen-quan-trong-cho-hlv-tuyen-viet-nam-c50154927.epi,HLV Park Hang Seo có lời khuyên quan trọng cho HLV tuyển Việt Nam,True,Bóng đá
https://baomoi.com/tuyen-nu-viet-nam-thang-dam-clb-ch-czech-c50155170.epi,Tuyển nữ Việt Nam thắng đậm CLB CH Czech,True,Bóng đá
https://baomoi.com/tuyen-nu-viet-nam-ket-thuc-chuoi-tran-giao-huu-voi-chien-thang-dam-truoc-doi-thu-tu-cong-hoa-sec-c50154774.epi,Tuyển nữ Việt Nam kết thúc chuỗi trận giao hữu với chiến thắng đậm trước đối thủ từ Cộng hòa Séc,True,Bóng đá
https://baomoi.com/thang-dam-doi-top-3-ch-czech-tuyen-nu-viet-nam-khep-lai-chuyen-tap-huan-chau-au-c50154791.epi,"Thắng đậm đội tốp 3 CH Czech, tuyển nữ Việt Nam khép lại chuyến tập huấn châu Âu",True,Bóng đá
https://baomoi.com/van-den-deo-bam-nguyen-filip-c50154890.epi,Vận đen đeo bám Nguyễn Filip,True,Bóng đá
https://baomoi.com/chuyen-nhuong-v-league-moi-nhat-cau-thu-hagl-xuong-choi-o-giai-hang-nhat-c50154677.epi,Chuyển nhượng V-League mới nhất: Cầu thủ HAGL xuống chơi ở giải hạng nhất,True,Bóng đá
https://baomoi.com/garnacho-gay-xon-xao-vi-thich-chi-trich-cua-ronaldo-voi-ten-hag-c50154687.epi,Garnacho gây xôn xao vì 'thích' chỉ trích của Ronaldo với Ten Hag,True,Bóng đá
https://baomoi.com/garnacho-se-phai-ngoi-du-bi-o-mu-vi-thich-bai-dang-ve-ronaldo-c50154566.epi,Garnacho sẽ phải ngồi dự bị ở MU vì thích bài đăng về Ronaldo,True,Bóng đá
https://baomoi.com/bao-indonesia-tuyen-viet-nam-dang-roi-tu-do-c50155019.epi,Báo Indonesia: 'Tuyển Việt Nam đang rơi tự do',True,Bóng đá
https://baomoi.com/lich-thi-dau-ngoai-hang-anh-vong-4-mua-giai-2024-25-southampton-vs-mu-man-city-vs-brentford-tottenham-vs-arsenal-c50154501.epi,"Lịch thi đấu Ngoại hạng Anh vòng 4 mùa giải 2024/25: Southampton vs MU, Man City vs Brentford, Tottenham vs Arsenal",True,Bóng đá
https://baomoi.com/mu-cong-bo-doanh-thu-ky-luc-c50154191.epi,MU công bố doanh thu kỷ lục,True,Bóng đá
https://baomoi.com/ac-mong-bong-bong-cua-tuyen-viet-nam-c50154366.epi,Ác mộng bóng bổng của tuyển Việt Nam,True,Bóng đá
https://baomoi.com/v-league-2024-25-khoi-tranh-tuyen-viet-nam-se-khac-c50154319.epi,V-League 2024/25 khởi tranh: Tuyển Việt Nam sẽ khác?,True,Bóng đá
https://baomoi.com/hoang-anh-gia-lai-ra-mat-ngoai-binh-brazil-c50155020.epi,Hoàng Anh Gia Lai ra mắt ngoại binh Brazil,True,Bóng đá
https://baomoi.com/ronaldo-chi-trich-ten-hag-trong-tuyen-bo-gay-chan-dong-ve-mu-c50154083.epi,Ronaldo chỉ trích Ten Hag trong tuyên bố gây chấn động về MU,True,Bóng đá
https://baomoi.com/nhan-dinh-du-doan-real-betis-vs-leganes-kich-tinh-sat-nut-c50155811.epi,"Nhận định, dự đoán Real Betis vs Leganes: Kịch tính sát nút",True,Bóng đá
https://baomoi.com/hlv-phung-thanh-phuong-tiet-lo-muc-tieu-cua-clb-tp-hcm-o-v-league-2024-2025-c50153913.epi,HLV Phùng Thanh Phương tiết lộ mục tiêu của CLB TP.HCM ở V-League 2024/2025,True,Bóng đá
https://baomoi.com/giai-billiards-pool-9-bi-hbsf-tour-3-duong-quoc-hoang-bao-ve-thanh-cong-chuc-vo-dich-c50154304.epi,Giải billiards pool 9 bi HBSF Tour 3: Dương Quốc Hoàng bảo vệ thành công chức vô địch,True,Bóng đá
https://baomoi.com/dt-viet-nam-chua-tung-thang-thai-lan-tren-san-nha-trong-the-ky-21-c50153922.epi,ĐT Việt Nam chưa từng thắng Thái Lan trên sân nhà trong thế kỷ 21,True,Bóng đá
https://baomoi.com/chuyen-tap-huan-chat-luong-cua-doi-tuyen-bong-da-nu-quoc-gia-viet-nam-tai-sec-c50154023.epi,Chuyến tập huấn chất lượng của đội tuyển bóng đá nữ quốc gia Việt Nam tại Séc,True,Bóng đá
https://baomoi.com/le-duc-phat-chat-vat-danh-bai-tan-jia-jie-tai-vietnam-open-c50153908.epi,Lê Đức Phát chật vật đánh bại Tan Jia Jie tại Vietnam Open,True,Bóng đá
https://baomoi.com/tinh-canh-that-nghiep-va-tranh-cai-ve-hlv-troussier-c50153679.epi,Tình cảnh thất nghiệp và tranh cãi về HLV Troussier,True,Bóng đá
https://baomoi.com/mbappe-tu-choi-hoa-giai-voi-psg-quyet-doi-du-luong-lan-thuong-c50153704.epi,"Mbappe từ chối hòa giải với PSG, quyết đòi đủ lương lẫn thưởng",True,Bóng đá
https://baomoi.com/soi-dong-the-would-cup-of-tenis-c50153619.epi,Sôi Động The Would Cup Of Tenis,True,Bóng đá
https://baomoi.com/co-vua-viet-nam-khoi-dau-thanh-cong-o-olympiad-2024-c50154303.epi,Cờ vua Việt Nam khởi đầu thành công ở Olympiad 2024,True,Bóng đá
https://baomoi.com/bang-xep-hang-ngoai-hang-anh-2024-2025-vong-4-c50153711.epi,Bảng xếp hạng Ngoại Hạng Anh 2024-2025 vòng 4,True,Bóng đá
https://baomoi.com/lich-bong-da-ngoai-hang-anh-2024-2025-vong-4-c50153710.epi,Lịch bóng đá Ngoại Hạng Anh 2024-2025 vòng 4,True,Bóng đá
https://baomoi.com/ten-hag-len-ke-hoach-3-buoc-de-vuc-day-mu-c50153456.epi,Ten Hag lên kế hoạch 3 bước để vực dậy MU,True,Bóng đá
https://baomoi.com/doi-tuyen-viet-nam-se-tut-bac-tren-bang-xep-hang-fifa-c50153524.epi,Đội tuyển Việt Nam sẽ tụt bậc trên bảng xếp hạng FIFA,True,Bóng đá
https://baomoi.com/hagl-va-da-nang-khien-nguoi-ham-mo-bat-ngo-truoc-them-v-league-2024-2025-c50153318.epi,HAGL và Đà Nẵng khiến người hâm mộ bất ngờ trước thềm V-League 2024/2025,True,Bóng đá
https://baomoi.com/clb-bong-da-tphcm-xuat-quan-tham-du-mua-giai-2024-2025-c50154149.epi,CLB Bóng đá TPHCM xuất quân tham dự mùa giải 2024- 2025,True,Bóng đá
https://baomoi.com/ugarte-khien-mu-hut-hang-c50153142.epi,Ugarte khiến MU hụt hẫng,True,Bóng đá
https://baomoi.com/lich-thi-dau-bong-da-hom-nay-ngay-12-9-2024-c50153127.epi,Lịch thi đấu bóng đá hôm nay ngày 12/9/2024,True,Bóng đá
https://baomoi.com/ban-thang-gay-phan-no-o-vong-loai-world-cup-2026-c50153144.epi,Bàn thắng gây phẫn nộ ở vòng loại World Cup 2026,True,Bóng đá
https://baomoi.com/be-mac-giai-bong-ban-quoc-te-cup-con-son-lan-thu-ii-c50153061.epi,Bế mạc Giải bóng bàn quốc tế cúp Côn Sơn lần thứ II,True,Bóng đá
https://baomoi.com/dieu-chinh-thoi-gian-thi-dau-cac-tran-chung-ket-giai-vo-dich-bong-chuyen-u23-quoc-gia-nam-2024-c50152917.epi,Điều chỉnh thời gian thi đấu các trận chung kết Giải vô địch bóng chuyền U23 quốc gia năm 2024,True,Bóng đá
https://baomoi.com/mbappe-that-the-trong-vu-kien-voi-psg-c50153117.epi,Mbappe thất thế trong vụ kiện với PSG,True,Bóng đá
https://baomoi.com/mu-tu-bo-cau-thu-dang-duoc-so-sanh-voi-zidane-de-mua-casemiro-c50152914.epi,MU từ bỏ cầu thủ đang được so sánh với Zidane để mua Casemiro,True,Bóng đá
https://baomoi.com/song-lam-nghe-an-gap-shb-da-nang-khoi-dau-moi-c50152762.epi,Sông Lam Nghệ An gặp SHB Đà Nẵng: Khởi đầu mới,True,Bóng đá
https://baomoi.com/arsenal-toang-tuyen-giua-o-tran-derby-london-c50152793.epi,Arsenal 'toang' tuyến giữa ở trận derby London,True,Bóng đá
https://baomoi.com/so-tay-fifa-den-c50152690.epi,Sổ tay: FIFA đen?,True,Bóng đá
https://baomoi.com/clb-tp-hcm-muon-dat-thanh-tich-tot-nhat-o-mua-giai-moi-c50152685.epi,CLB TP HCM muốn đạt thành tích tốt nhất ở mùa giải mới,True,Bóng đá
https://baomoi.com/soc-voi-danh-sach-ung-vien-hlv-truong-tuyen-anh-co-pep-guardiola-va-lampard-c50152678.epi,Sốc với danh sách ứng viên HLV trưởng tuyển Anh có Pep Guardiola và Lampard,True,Bóng đá
https://baomoi.com/u20-viet-nam-da-vong-loai-u20-chau-a-2025-tai-san-lach-tray-c50152737.epi,U20 Việt Nam đá vòng loại U20 châu Á 2025 tại sân Lạch Tray,True,Bóng đá
https://baomoi.com/cristiano-ronaldo-che-hlv-ten-hag-thieu-tham-vong-c50152695.epi,Cristiano Ronaldo chê HLV Ten Hag thiếu tham vọng,True,Bóng đá
https://baomoi.com/8-cau-thu-long-an-hoi-quan-cung-nhom-u21-hoang-anh-gia-lai-chuan-bi-cho-giai-hang-nhat-quoc-gia-c50152544.epi,8 cầu thủ Long An hội quân cùng nhóm U21 Hoàng Anh Gia Lai chuẩn bị cho giải hạng Nhất quốc gia,True,Bóng đá
https://baomoi.com/toi-gia-nhap-mu-tu-arsenal-va-yeu-cau-huy-hop-dong-sau-1-buoi-tap-c50152437.epi,'Tôi gia nhập MU từ Arsenal và yêu cầu hủy hợp đồng sau 1 buổi tập',True,Bóng đá
https://baomoi.com/danh-sach-the-cong-viettel-du-v-league-2024-2025-ung-vien-vo-dich-hay-ke-thach-thuc-c50152504.epi,Danh sách Thể Công Viettel dự V-League 2024/2025: Ứng viên vô địch hay kẻ thách thức?,True,Bóng đá
https://baomoi.com/nguyen-anh-minh-du-giai-golf-danh-gia-junior-presidents-cup-2024-c50152375.epi,Nguyễn Anh Minh dự giải golf danh giá Junior Presidents Cup 2024,True,Bóng đá
https://baomoi.com/nhung-diem-nghen-cua-doi-tuyen-viet-nam-c50152374.epi,Những 'điểm nghẽn' của đội tuyển Việt Nam,True,Bóng đá
https://baomoi.com/ronaldo-man-united-can-mot-quyet-tam-tai-thiet-toan-dien-c50152335.epi,Ronaldo: 'Man.United cần một quyết tâm tái thiết toàn diện',True,Bóng đá
https://baomoi.com/phan-dau-lot-vao-top-5-doi-dan-dau-v-league-c50152304.epi,Phấn đấu lọt vào tốp 5 đội dẫn đầu V.League,True,Bóng đá
https://baomoi.com/harry-kane-danh-dau-lan-thu-100-khoac-ao-tuyen-anh-c50152784.epi,Harry Kane đánh dấu lần thứ 100 khoác áo tuyển Anh,True,Bóng đá
https://baomoi.com/tuyen-viet-nam-chon-aff-cup-2024-hay-asian-cup-2027-c50152326.epi,Tuyển Việt Nam chọn AFF Cup 2024 hay Asian Cup 2027?,True,Bóng đá
https://baomoi.com/lich-thi-dau-bong-da-hom-nay-12-9-c50152289.epi,Lịch thi đấu bóng đá hôm nay 12/9,True,Bóng đá
https://baomoi.com/tan-binh-manuel-ugarte-met-moi-truoc-tran-ra-mat-mu-c50152264.epi,Tân binh Manuel Ugarte mệt mỏi trước trận ra mắt MU,True,Bóng đá
https://baomoi.com/ronaldo-lai-che-bai-hlv-erik-ten-hag-c50152297.epi,Ronaldo lại chê bai HLV Erik ten Hag,True,Bóng đá
https://baomoi.com/hlv-mauricio-pochettino-co-ben-do-moi-c50152556.epi,HLV Mauricio Pochettino có bến đỗ mới,True,Bóng đá
https://baomoi.com/doi-tuyen-bong-da-nu-viet-nam-gianh-chien-thang-truoc-clb-nu-viktoria-plzen-cua-sec-c50152129.epi,Đội tuyển bóng đá nữ Việt Nam giành chiến thắng trước CLB nữ Viktoria Plzen của Séc,True,Bóng đá
https://baomoi.com/dan-sao-clb-thep-xanh-nam-dinh-huong-ve-dong-bao-lu-lut-c50152065.epi,Dàn sao CLB Thép Xanh Nam Định hướng về đồng bào lũ lụt,True,Bóng đá
https://baomoi.com/gan-100-tuoi-cu-ba-van-thoan-thoat-choi-bich-ca-bon-nhu-gai-18-c50151990.epi,"Gần 100 tuổi, cụ bà vẫn thoăn thoắt chơi 'bích cà bôn' như gái 18",True,Bóng đá
https://baomoi.com/lich-thi-dau-vong-1-v-league-2023-2025-nong-tu-vach-xuat-phat-c50151919.epi,Lịch thi đấu vòng 1 V-League 2023/2025: Nóng từ vạch xuất phát,True,Bóng đá
https://baomoi.com/tim-co-hoi-den-san-choi-bong-ban-quoc-te-c50151935.epi,Tìm cơ hội đến sân chơi bóng bàn quốc tế,True,Bóng đá
https://baomoi.com/clb-tphcm-xuat-quan-tham-du-mua-giai-2024-2025-c50151949.epi,CLB TPHCM xuất quân tham dự mùa giải 2024-2025,True,Bóng đá
https://baomoi.com/hlv-park-chung-gun-co-the-roi-doi-tuyen-ban-sung-viet-nam-c50151926.epi,HLV Park Chung-gun có thể rời đội tuyển bắn súng Việt Nam,True,Bóng đá
https://baomoi.com/doi-tuyen-viet-nam-hy-vong-it-lo-lang-nhieu-c50151992.epi,"Đội tuyển Việt Nam: Hy vọng ít, lo lắng nhiều",True,Bóng đá
https://baomoi.com/chan-sut-hang-dau-cong-an-ha-noi-cap-ben-hoang-anh-gia-lai-top-20-cau-thu-dat-gia-nhat-dong-nam-a-bat-ngo-nguyen-filip-c50152141.epi,Chân sút hàng đầu Công An Hà Nội cập bến Hoàng Anh Gia Lai; Top 20 cầu thủ đắt giá nhất Đông Nam Á: Bất ngờ Nguyễn Filip,True,Bóng đá
https://baomoi.com/hlv-park-hang-seo-cau-thu-viet-nam-ung-ho-nguoi-dan-vung-bao-lu-c50151848.epi,"HLV Park Hang Seo, cầu thủ Việt Nam ủng hộ người dân vùng bão lũ",True,Bóng đá
